epoch,accuracy,loss,val_accuracy,val_loss
81,0.742,0.6812151794433594,0.6,1.0621866798400879
82,0.75,0.6814446759223938,0.58,1.06680260181427
83,0.754,0.6770284616947174,0.58,1.0511049842834472
84,0.752,0.6726304483413696,0.58,1.094179539680481
85,0.75,0.6709982442855835,0.6,1.0637086677551268
86,0.744,0.6633877272605896,0.58,1.0810600519180298
87,0.756,0.6748970766067505,0.62,1.0664606142044066
88,0.74,0.6731961679458618,0.6,1.0508159589767456
89,0.75,0.6700601596832275,0.58,1.098358702659607
90,0.76,0.6703506674766541,0.56,1.076886410713196
91,0.754,0.6624088201522828,0.6,1.0760775327682495
92,0.76,0.6614189915657044,0.56,1.0754445457458497
93,0.754,0.6536564011573791,0.6,1.075931601524353
94,0.754,0.6501030101776123,0.56,1.09461416721344
95,0.754,0.650700296163559,0.6,1.080042963027954
96,0.762,0.648153754234314,0.54,1.0986249351501465
97,0.76,0.6459960832595825,0.58,1.0827531433105468
98,0.762,0.6387983026504517,0.6,1.0872482299804687
99,0.76,0.6374482095241547,0.54,1.1037295961380005
100,0.76,0.6397010951042176,0.54,1.0989347791671753
