epoch,accuracy,loss,val_accuracy,val_loss
0,0.11,2.315112133026123,0.16,2.3133353996276855
1,0.158,2.2831133975982665,0.18,2.287402286529541
2,0.18,2.2619082221984863,0.22,2.2665604019165038
3,0.204,2.244231901168823,0.24,2.2505105209350584
4,0.204,2.230013017654419,0.24,2.237648992538452
5,0.22,2.215374429702759,0.24,2.226085481643677
6,0.226,2.1985612754821777,0.24,2.208531255722046
7,0.242,2.1769398975372316,0.24,2.1904490184783936
8,0.242,2.151845813751221,0.26,2.1667120933532713
9,0.258,2.12854903793335,0.24,2.1488161849975587
10,0.274,2.1047918548583984,0.26,2.1304798412322996
11,0.284,2.0781090278625487,0.22,2.1087500190734865
12,0.284,2.0530275535583495,0.22,2.0854946613311767
13,0.296,2.0259997215270995,0.22,2.0680452823638915
14,0.304,1.9999603004455566,0.22,2.049069480895996
15,0.306,1.9768561401367188,0.24,2.0304244899749757
16,0.34,1.9519852666854858,0.22,2.0091553497314454
17,0.348,1.9307978525161744,0.26,1.9978523063659668
18,0.348,1.9099643363952636,0.22,1.9858270406723022
19,0.348,1.8910706596374511,0.22,1.973368148803711
20,0.342,1.8754802379608155,0.22,1.9628204488754273
21,0.368,1.8565361042022706,0.22,1.951908493041992
22,0.352,1.8429880218505859,0.24,1.9488508605957031
23,0.37,1.8275327682495117,0.24,1.9386315250396728
24,0.366,1.8133646993637085,0.24,1.9305866050720215
25,0.358,1.8014934196472168,0.24,1.922530961036682
26,0.368,1.7890889434814452,0.24,1.9212548112869263
27,0.368,1.7778364419937134,0.24,1.9162903547286987
28,0.37,1.7690413722991942,0.26,1.910152521133423
29,0.37,1.758804941177368,0.24,1.9085073947906495
30,0.376,1.7498223552703858,0.24,1.9018523263931275
31,0.376,1.7407064876556397,0.24,1.9046546983718873
32,0.37,1.7322456569671631,0.24,1.90164231300354
33,0.38,1.724721767425537,0.24,1.8980826473236083
34,0.386,1.7120921802520752,0.24,1.8977741861343385
35,0.386,1.7056904993057251,0.24,1.8973612070083619
36,0.378,1.6989600820541382,0.24,1.8898689460754394
37,0.376,1.6932394847869874,0.26,1.8923101758956908
38,0.382,1.6852110738754273,0.24,1.8931562805175781
39,0.38,1.6794413890838622,0.24,1.89090087890625
40,0.384,1.675023136138916,0.24,1.8886652517318725
41,0.382,1.6696034832000732,0.24,1.8919677782058715
42,0.392,1.6628630228042602,0.24,1.8925859212875367
43,0.378,1.657304238319397,0.24,1.895097141265869
44,0.39,1.6517160415649415,0.24,1.8933836364746093
45,0.384,1.6470181112289428,0.24,1.8948145484924317
46,0.384,1.6432817840576173,0.24,1.8937479591369628
47,0.386,1.6383151264190674,0.24,1.8930415153503417
48,0.388,1.6350768518447876,0.24,1.8935366678237915
49,0.386,1.6298716373443602,0.24,1.8968091583251954
50,0.39,1.6265466899871825,0.24,1.8960966491699218
51,0.398,1.6226817712783814,0.24,1.8932208967208863
52,0.392,1.6200037908554077,0.26,1.8994529724121094
53,0.396,1.6159960784912109,0.24,1.8955091762542724
54,0.396,1.6128730220794678,0.24,1.900282883644104
55,0.4,1.6088250799179078,0.24,1.9020306968688965
56,0.398,1.605570520401001,0.24,1.899693217277527
57,0.39,1.6020058450698853,0.24,1.904536190032959
58,0.402,1.5986065435409547,0.24,1.9038771104812622
59,0.4,1.5942551565170289,0.24,1.9060446834564209
60,0.402,1.5923842563629151,0.24,1.9073301553726196
61,0.398,1.5883162441253662,0.24,1.908942413330078
62,0.396,1.58656574344635,0.24,1.9087727928161622
63,0.402,1.5855373764038085,0.24,1.9122771644592285
64,0.404,1.5823967351913453,0.24,1.9155089616775514
65,0.4,1.5804304552078248,0.24,1.91213059425354
66,0.412,1.5762331714630127,0.24,1.9116329765319824
67,0.4,1.5739577779769898,0.28,1.9122794198989868
68,0.398,1.5712968349456786,0.26,1.918625888824463
69,0.414,1.5686461238861085,0.26,1.9128383588790894
70,0.41,1.5656886157989502,0.28,1.911299362182617
71,0.404,1.5623519287109375,0.26,1.9166716623306275
72,0.408,1.5602622737884522,0.26,1.9167385721206665
73,0.406,1.5588074436187744,0.26,1.9240303230285645
74,0.414,1.5563782367706298,0.26,1.921261296272278
75,0.412,1.55723392868042,0.26,1.9275591325759889
76,0.408,1.5537630157470703,0.28,1.9234610748291017
77,0.412,1.5504162664413452,0.28,1.9251939344406128
78,0.408,1.5498017539978028,0.26,1.924161672592163
79,0.412,1.5473341608047486,0.26,1.9219871616363526
80,0.416,1.544201828956604,0.26,1.9305168104171753
81,0.406,1.5421936292648315,0.28,1.9260111951828003
82,0.408,1.540378999710083,0.26,1.9303130912780762
83,0.41,1.5379033660888672,0.26,1.9306713676452636
84,0.41,1.5348665142059326,0.26,1.9326934242248535
85,0.408,1.532605333328247,0.26,1.9338234090805053
86,0.416,1.5306330661773682,0.26,1.9368334913253784
87,0.414,1.5364193658828735,0.26,1.9331834506988526
88,0.414,1.5290728282928467,0.26,1.9371846866607667
89,0.412,1.5280464696884155,0.28,1.9389526510238648
90,0.396,1.5275780029296875,0.28,1.940983123779297
91,0.41,1.5261875162124634,0.26,1.937004771232605
92,0.422,1.5217434530258178,0.3,1.9390485239028932
93,0.416,1.5201793537139892,0.28,1.9360031795501709
94,0.418,1.5167192163467407,0.26,1.940906162261963
