0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,cluster_id
-0.16547313,-0.17160313,-0.17120858,-0.17211096,-0.17216356,-0.17073654,-0.17194608,-0.17083405,-0.16987784,-0.20233035,-0.2023286,-0.2023286,-0.20229764,-0.20229764,-0.20221785,-0.20209765,-0.20209765,-0.20202705,-0.20068835,-0.24515018,-0.2578434,-0.2531622,-0.27515417,-0.28506392,-0.26438054,-0.2569884,-0.2492603,-0.22932155,-0.20835476,-0.2161878,-0.21554999,-0.21294844,-0.21732354,-0.22682124,-0.24536319,-0.24085772,-0.26415223,-0.24859545,-0.274903,-0.2767492,-0.26119828,-0.27403095,-0.27238682,-0.28660145,-0.2935065,-0.29101074,-0.31565863,-0.30598843,-0.30612218,-0.309641,-0.3033283,103
-0.011889108,-0.020235518,-0.022584625,-0.02310281,-0.022955276,-0.022399556,-0.022424923,-0.022501756,-0.023581233,-0.022148807,-0.023181112,-0.024642067,-0.0250284,-0.025047222,-0.02931354,-0.069583766,-0.07088062,-0.07137589,-0.07102587,-0.07136731,-0.07179479,-0.072455935,-0.07285564,-0.07297499,-0.072954044,-0.07294947,-0.07301825,-0.07293727,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,-0.07281271,119
-0.107271925,-0.1115345,-0.11955479,-0.117651224,-0.11529356,-0.10799256,-0.11240963,-0.11120309,-0.10653799,-0.10969553,-0.10552842,-0.103356026,-0.10985888,-0.1059782,-0.106109776,-0.09665492,-0.09311545,-0.09061909,-0.09804248,-0.098882325,-0.09659479,-0.09768999,-0.092039,-0.09527653,-0.09981864,-0.10337919,-0.10330377,-0.10273061,-0.101729415,-0.101322986,-0.09906159,-0.10127382,-0.09804447,-0.101462886,-0.10277151,-0.10357644,-0.099790834,-0.09999179,-0.104070865,-0.10552593,-0.09879717,-0.10371272,-0.10062078,-0.10406768,-0.099255376,-0.09727651,-0.08879212,-0.09876363,-0.09951881,-0.090530634,-0.08829379,124
0.024469007,0.023546666,0.024473667,0.02629274,0.024037927,0.023792094,0.024121717,0.023221767,0.023139937,0.023149088,0.023817139,0.023051359,0.024286453,0.028464725,0.026011819,0.026011819,0.019770354,0.021676915,0.021212114,0.021212114,0.021212114,0.013730663,0.005680721,0.003951879,0.008273341,0.008273341,-0.000588349,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,-0.018145263,16
-0.05387647,-0.05619807,-0.056259733,-0.056145385,-0.056196675,-0.09135292,-0.09164424,-0.09164424,-0.09164424,-0.09164424,-0.09164424,-0.09164424,-0.09164424,-0.091547556,-0.091547556,-0.091547556,-0.091547556,-0.091547556,-0.091547556,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,-0.09266322,146
-0.02130179,-0.024308743,-0.03126166,-0.0358968,-0.033801213,-0.036515217,-0.03765882,-0.046631075,-0.046631075,-0.046631075,-0.04663097,-0.04663097,-0.04663097,-0.04663862,-0.04663862,-0.04663862,-0.04663862,-0.04663862,-0.04663862,-0.046663027,-0.046663027,-0.046663027,-0.046663027,-0.04664078,-0.046640374,-0.046640374,-0.046640374,-0.046640374,-0.046640374,-0.015823508,-0.03305283,-0.025822565,-0.039838042,-0.039240118,-0.037972044,-0.037688874,-0.040698692,-0.0432108,-0.042364508,-0.04271518,-0.04097968,-0.037359312,-0.040258884,-0.044277404,-0.044680033,-0.04333013,-0.054010075,-0.06576273,-0.06593845,-0.049412347,-0.069972895,25
0.041050397,0.033088412,0.035888296,0.022815216,0.033292506,0.028153453,0.025322726,0.021687908,0.041891493,0.036023457,0.037119158,0.029598678,0.013997668,0.010914536,0.010229756,0.010684153,0.006155496,0.007902668,0.005177426,0.002105604,0.001890474,0.001926713,0.001394351,0.001393571,0.001397353,0.001482069,0.001600026,0.016248686,0.00074433,-0.006315988,-0.011281126,-0.014745327,-0.016630825,-0.02078866,-0.019169688,-0.018926412,-0.029505676,-0.011888566,-0.050483577,-0.042958338,-0.03612996,-0.045393076,-0.047031414,-0.03925457,-0.047858424,-0.033237994,-0.040161733,-0.05386542,-0.036313858,-0.047050964,-0.04939988,61
0.14501242,0.15424782,0.15634646,0.16226552,0.16937414,0.17059834,0.17603396,0.17982538,0.1824018,0.18424803,0.18471299,0.18639806,0.19023272,0.18754156,0.18943006,0.19311494,0.1953225,0.19762221,0.19403765,0.18906137,0.1938017,0.19210331,0.18989183,0.19240315,0.19083877,0.19485962,0.19121592,0.19056578,0.1920365,0.19023548,0.19359343,0.19292149,0.19144148,0.19404736,0.1909766,0.19356932,0.19354875,0.19339815,0.19137129,0.19537328,0.1954382,0.19399528,0.19599462,0.19295035,0.19486545,0.19581279,0.19722359,0.19416007,0.1934856,0.19333033,0.20006195,90
-0.067346476,-0.0653513,-0.0799004,-0.0888225,-0.094600186,-0.09839823,-0.09838735,-0.10412535,-0.11142958,-0.10141211,-0.11064188,-0.10700627,-0.113303594,-0.11325289,-0.11074308,-0.117698565,-0.120308876,-0.118546546,-0.11607369,-0.11930696,-0.108622305,-0.122104,-0.12169818,-0.13664903,-0.13919416,-0.13738212,-0.14741983,-0.13414173,-0.15800163,-0.13568176,-0.15595962,-0.15912412,-0.16804262,-0.16055532,-0.1621967,-0.1596416,-0.15852673,-0.1569941,-0.15651013,-0.16830163,-0.16701041,-0.18193732,-0.19139555,-0.19141805,-0.19869031,-0.1704735,-0.21140566,-0.20490873,-0.22893648,-0.26565018,-0.2601611,46
0.053754795,0.048908465,0.042664904,0.04313539,0.039263003,0.034903772,0.03311802,0.029080376,0.03351692,0.0325743,0.03198162,0.029365158,0.022729596,0.029003754,0.025264852,0.021176133,0.020243328,0.018728547,0.020391267,0.015342816,0.013312232,0.010154563,0.008961627,0.009922697,0.007637664,-0.000715782,0.005539106,0.001266973,0.000230302,-0.003133937,-0.005101799,-0.00436302,-0.009255307,-0.009780347,-0.005493549,-0.010893031,-0.013844833,-0.006746149,-0.01477511,-0.017456183,-0.018404694,-0.016581675,-0.012639154,-0.018866377,-0.017668214,-0.013634644,-0.016241675,-0.02115745,-0.025179876,-0.023376692,-0.024183864,111
-0.014906937,-0.01758411,-0.017047303,-0.028557587,-0.04225483,-0.03737649,-0.057075787,-0.048415195,-0.046473473,-0.03033296,-0.048632763,-0.056191664,-0.051665664,-0.050088596,-0.07336066,-0.0718548,-0.053770266,-0.053965937,-0.055109277,-0.07935033,-0.06563752,-0.07966665,-0.03840551,-0.0900755,-0.08123222,-0.098414294,-0.10222249,-0.09610306,-0.101541035,-0.09367242,-0.09945724,-0.08265693,-0.092233196,-0.11529958,-0.10268429,-0.101573035,-0.124022305,-0.10624852,-0.11887237,-0.12544172,-0.12236617,-0.11794993,-0.09323974,-0.10943835,-0.1086166,-0.12889509,-0.13488953,-0.10241285,-0.109558314,-0.105642095,-0.1043491,76
0.022435931,0.034408905,0.047022127,0.05020917,0.06182881,0.06623557,0.078644864,0.0823226,0.086823456,0.08946814,0.09338965,0.09409446,0.098979995,0.09925412,0.0985719,0.10019065,0.101403326,0.1051546,0.10637818,0.10536483,0.10269655,0.103737414,0.10211689,0.10743789,0.10533502,0.10571045,0.110206395,0.11119856,0.10814287,0.11416039,0.11635603,0.116635844,0.119036816,0.11846017,0.11803053,0.12437278,0.12502739,0.12309529,0.12446323,0.1251085,0.12667756,0.12987791,0.13560079,0.12715375,0.13037005,0.13380018,0.13332982,0.13292609,0.13417467,0.1350347,0.13540749,158
0.021069136,0.00640359,0.008370645,0.008142366,0.00626857,0.004458497,0.007677656,0.003902417,0.000920987,0.007890845,-0.005813765,-0.008023908,-0.000809326,0.011905088,-0.012853609,-0.002102936,0.003022364,-0.000467705,-0.012665666,0.000655478,-0.000421282,0.001350561,0.022162769,0.03628776,0.032513455,0.053781938,0.06037905,0.07019443,0.06801838,0.07657567,0.08382237,0.08323534,0.08873128,0.09430957,0.09961899,0.104802705,0.10109084,0.10562307,0.1126402,0.107011944,0.10952783,0.1183405,0.117563,0.11634313,0.118492424,0.12136621,0.12421194,0.1293835,0.12905702,0.12798764,0.1353409,30
-0.0733949,-0.08852842,-0.077619255,-0.08756391,-0.09140321,-0.09382907,-0.106592216,-0.11759013,-0.12551199,-0.13510767,-0.13851346,-0.14363371,-0.14562744,-0.15237387,-0.15576084,-0.16346359,-0.16546609,-0.16519621,-0.16675647,-0.16828397,-0.17492919,-0.1744901,-0.17408383,-0.17511699,-0.17472655,-0.1798031,-0.17818208,-0.17968951,-0.17932911,-0.18255354,-0.18763621,-0.1915871,-0.18959568,-0.18714903,-0.1873067,-0.19309938,-0.19197871,-0.19333614,-0.19632229,-0.19757095,-0.19109598,-0.19841538,-0.1978355,-0.19727951,-0.19487274,-0.19742285,-0.20044626,-0.2016804,-0.20043474,-0.20466477,-0.20295098,109
-0.09997467,-0.09303089,-0.088398606,-0.07815887,-0.06983718,-0.055985373,-0.049376182,-0.04532312,-0.042605396,-0.031989682,-0.029513212,-0.027331833,-0.022190582,-0.02479033,-0.018857313,-0.013475699,-0.018066155,-0.025493186,-0.019013526,-0.030147694,-0.017150717,-0.017287573,-0.011641281,-0.021440068,-0.023229742,-0.021333242,-0.024332603,-0.024826415,-0.022001065,-0.025266714,-0.025808865,-0.028067565,-0.029866474,-0.029642245,-0.031093521,-0.033641037,-0.037335213,-0.030912714,-0.039161835,-0.03403858,-0.031260606,-0.031683166,-0.03588742,-0.034322385,-0.03640113,-0.04156147,-0.038188674,-0.0403212,-0.036766294,-0.032204594,-0.028928036,18
-0.023429137,-0.049928498,-0.053984255,-0.04506401,-0.055294786,-0.05990546,-0.057774395,-0.041288655,-0.03094313,-0.026087482,-0.025645817,-0.04526781,-0.033080097,-0.030416923,-0.041277274,-0.016520688,-0.020615282,-0.007474188,-0.021580653,-0.008999746,-0.008112569,-0.007057717,-0.010488046,-0.018246926,-0.020405307,-0.010724192,-0.005681622,-0.00200136,0.001226308,-0.001064189,-0.004667054,-0.007379454,-0.00225141,0.001516089,-0.001402796,-0.012945688,-0.009983367,-0.017197436,-0.018109147,-0.003224904,0.001542071,-0.005255911,-0.012230277,-0.009921256,-0.006278363,-0.007469819,-0.000934715,-0.011177217,-0.002183392,-0.004768519,-0.005518019,75
0.07554212,0.09649923,0.12233049,0.14309055,0.1558656,0.16570212,0.1697806,0.1732336,0.17836477,0.18381448,0.18913358,0.19157125,0.19658883,0.20401923,0.20464753,0.20958173,0.21344693,0.21697645,0.22240078,0.22147566,0.2282098,0.22771712,0.23288797,0.2368972,0.23844704,0.24218978,0.242653,0.2462237,0.247754,0.25338444,0.2541994,0.25700465,0.26052636,0.26328132,0.26257265,0.2700703,0.2738525,0.27348846,0.27493343,0.27992016,0.2824744,0.28397354,0.2809102,0.292383,0.29023448,0.2950722,0.29335812,0.29854563,0.29852346,0.29945222,0.3078448,100
0.06552109,0.101984225,0.09607027,0.11203367,0.10733336,0.12608084,0.12616314,0.13389914,0.11452945,0.104559526,0.10368591,0.12992719,0.11694164,0.11891316,0.11859681,0.12731734,0.11575478,0.13311161,0.1271153,0.1406408,0.1514974,0.15729725,0.13775966,0.14650159,0.13740185,0.15164599,0.17044188,0.16665937,0.15644565,0.15395737,0.16236216,0.16491769,0.16623561,0.1936775,0.17113152,0.19241528,0.18245569,0.16215672,0.18469907,0.1980401,0.17968933,0.17681038,0.18325742,0.17763907,0.2011254,0.16644579,0.18008946,0.18319811,0.17033595,0.1828123,0.16753407,184
-0.096390136,-0.09971895,-0.12918788,-0.12920563,-0.12920497,-0.12920348,-0.12920348,-0.12920348,-0.12920348,-0.12920348,-0.12920348,-0.12920853,-0.12920853,-0.12920853,-0.12947342,-0.12947342,-0.1296343,-0.12727769,-0.12954454,-0.12858304,-0.119562596,-0.14027785,-0.1399257,-0.13933846,-0.13982956,-0.14081661,-0.13727354,-0.13650556,-0.11273635,-0.11423936,-0.117879376,-0.116404854,-0.101115495,-0.10809015,-0.102940515,-0.10111605,-0.094873205,-0.06746959,-0.044074267,-0.016142407,-0.04308324,-0.037244864,-0.017886072,-0.022085175,-0.017888147,-0.034442805,-0.045237806,-0.03669815,-0.029178586,-0.044307154,-0.03324426,38
-0.12017264,-0.08778487,-0.10460361,-0.095621295,-0.08865825,-0.061853696,-0.04735597,-0.04502274,-0.033461656,-0.05474345,-0.049701322,-0.048859436,-0.05351739,-0.053944934,-0.054730926,-0.05245505,-0.06570466,-0.05089779,-0.05771365,-0.05198725,-0.031083688,-0.04333025,-0.046585876,-0.03719644,-0.037086196,-0.03396937,-0.036767792,-0.04111184,-0.04320996,-0.041394465,-0.041036114,-0.04681475,-0.05302968,-0.026760774,-0.06312639,-0.047842793,-0.045096483,-0.051442165,-0.062516674,-0.040714934,-0.035492033,-0.03429942,-0.058563776,-0.054507263,-0.052828163,-0.058062658,-0.04099973,-0.04717578,-0.007556588,-0.037830144,-0.054063387,70
0.015691346,0.025832891,0.045493934,0.06155734,0.07643238,0.07555194,0.08414796,0.08192421,0.08050435,0.083301485,0.08431013,0.08817917,0.081303895,0.07987001,0.078831546,0.07615461,0.07837212,0.08302923,0.079728365,0.08435934,0.084500596,0.08823996,0.08618362,0.07564565,0.08760334,0.09427634,0.08954793,0.09429576,0.091437295,0.0943616,0.107458115,0.10668268,0.094161615,0.10588144,0.10114669,0.107517965,0.10846909,0.10960225,0.11523257,0.11208978,0.10649877,0.11342304,0.11444848,0.10801791,0.11057265,0.103242114,0.11068551,0.11275822,0.12323996,0.12093264,0.12595913,35
0.061281,0.052839957,0.032811463,0.01912366,0.008265966,0.005622746,0.009836585,0.000994867,-0.003736295,-0.015840784,-0.024346516,-0.037248526,-0.042489707,-0.05196523,-0.06204088,-0.06569691,-0.056086224,-0.043514665,-0.04445587,-0.05937137,-0.061294634,-0.07772548,-0.07652729,-0.056743804,-0.0607584,-0.050740827,-0.06949625,-0.06907565,-0.06759732,-0.07600579,-0.0807591,-0.083974645,-0.083892055,-0.08363814,-0.10020083,-0.11617709,-0.1301799,-0.14803314,-0.14668947,-0.16390285,-0.15498559,-0.14850053,-0.17845905,-0.17297292,-0.16789688,-0.19722009,-0.20128573,-0.17582451,-0.1867948,-0.20392813,-0.23877205,55
-0.026405713,-0.031032607,-0.031032607,-0.031032607,-0.03005089,-0.017735811,-0.039759457,-0.050468694,-0.07357308,-0.072613984,-0.06943468,-0.015768185,-0.023659557,-0.019512638,-0.034123763,-0.03363082,-0.042116523,-0.03683959,-0.049634118,-0.058089364,-0.055349436,-0.083825305,-0.079632714,-0.08282609,-0.09349577,-0.077685066,-0.10839772,-0.10547404,-0.09971015,-0.08723447,-0.09855135,-0.0850889,-0.104027115,-0.11174949,-0.103470996,-0.10904611,-0.1219344,-0.09845705,-0.08737731,-0.085527055,-0.06379033,-0.086711146,-0.089894004,-0.06589366,-0.056982014,-0.06952812,-0.09195674,-0.103179015,-0.10230946,-0.08869604,-0.106249444,164
-0.002660096,0.012516974,0.014812551,0.01710107,0.015302006,0.015472226,0.021976918,0.024456868,0.026814355,0.03876772,0.046187818,0.043518588,0.04145216,0.040149115,0.04663677,0.0481509,0.042041317,0.051746897,0.062950544,0.062073033,0.06673448,0.06891523,0.07162622,0.06660206,0.06839572,0.07089043,0.07501875,0.08240778,0.08347165,0.07552715,0.083599724,0.08277238,0.08300227,0.08650884,0.0835192,0.09215989,0.0903174,0.096764006,0.09247625,0.097054556,0.09324774,0.08077429,0.088316046,0.085118026,0.09983212,0.09025863,0.09878924,0.10106194,0.10715265,0.10383949,0.101462655,136
-0.036930814,-0.03715679,-0.03715679,-0.019470664,-0.019532284,-0.019358225,-0.01875551,-0.018785004,-0.017018225,-0.018519606,-0.016811421,-0.020141678,-0.01865086,-0.020084277,-0.020174753,-0.02009542,-0.026790664,-0.023543295,-0.018552884,-0.027067272,-0.027047051,-0.027630297,-0.027630297,-0.03681462,-0.03681462,-0.03681462,-0.036504656,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,-0.042476304,89
-0.101132296,-0.09237138,-0.107835405,-0.13258122,-0.16195463,-0.16115277,-0.18302363,-0.20746383,-0.2388846,-0.2358636,-0.23824239,-0.2705402,-0.26894054,-0.25398302,-0.28788435,-0.29704225,-0.31235296,-0.33240238,-0.3197368,-0.34901658,-0.3485852,-0.38059413,-0.38743007,-0.36774874,-0.38504526,-0.3792963,-0.34324986,-0.3954809,-0.42757127,-0.43382367,-0.46295282,-0.4542262,-0.45273763,-0.46631023,-0.4576345,-0.47527692,-0.4807069,-0.48995233,-0.5119536,-0.50071216,-0.50542694,-0.5206594,-0.55243236,-0.5390849,-0.53280324,-0.48529008,-0.50279486,-0.5138001,-0.54285157,-0.5309323,-0.52830577,181
-0.123723604,-0.14173642,-0.14188375,-0.15540227,-0.18250605,-0.18327682,-0.18325199,-0.18500905,-0.16742086,-0.17236324,-0.17350516,-0.19107248,-0.17562158,-0.16376503,-0.16760786,-0.16868174,-0.1908688,-0.17998703,-0.18142846,-0.17342965,-0.1858818,-0.18471564,-0.17117058,-0.17739129,-0.17669597,-0.1632011,-0.17772757,-0.18709995,-0.1733139,-0.16856684,-0.18529408,-0.19497658,-0.18601732,-0.19145115,-0.17972688,-0.19106618,-0.19169514,-0.20459673,-0.20423745,-0.1813623,-0.19919974,-0.20303148,-0.18465522,-0.18889067,-0.20011328,-0.19472487,-0.19890445,-0.19250266,-0.19000167,-0.18728064,-0.20604049,62
0.110088214,0.1060523,0.10732741,0.10562635,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,0.08466462,7
0.07256528,0.07695925,0.08624823,0.08839281,0.087529495,0.095722616,0.10011471,0.10446915,0.104600295,0.111958966,0.11472185,0.11712122,0.12464158,0.11813788,0.121627375,0.12629716,0.12865293,0.13588387,0.1413508,0.1450935,0.14757131,0.14556883,0.15357333,0.15520692,0.15794209,0.16184641,0.16867712,0.16671458,0.16190791,0.16283223,0.16661602,0.1727139,0.16907486,0.17387094,0.17615989,0.17475936,0.17541759,0.17089963,0.17633346,0.17505941,0.17638245,0.18093596,0.17836483,0.18150939,0.1730068,0.17235692,0.17973004,0.18493754,0.18548371,0.18867147,0.19187582,184
0.10350149,0.098942295,0.08716188,0.08142848,0.07538072,0.070629776,0.06834071,0.063484505,0.059928343,0.060600147,0.058625646,0.05402041,0.052545417,0.047536213,0.046179846,0.049793083,0.047734216,0.04701455,0.048546795,0.044307776,0.04924219,0.04342991,0.044823755,0.040998586,0.04369094,0.043896303,0.04242446,0.043567173,0.04163906,0.039954197,0.03966174,0.040386092,0.04061058,0.040388785,0.037736863,0.040698085,0.0390283,0.04302335,0.036984086,0.04027903,0.03664219,0.033361137,0.036500886,0.035895232,0.037514396,0.03822691,0.037935134,0.03547679,0.032935504,0.033182643,0.032755032,99
