Id,Epoch:0,Epoch:1,Epoch:2,Epoch:3,Epoch:4,Epoch:5,Epoch:6,Epoch:7,Epoch:8,Epoch:9,Epoch:10
0,0.032000001519918435,0.017999999225139618,0.008000000379979609,0.004999999888241291,0.010999999940395357,0.017000000923871994,0.024000000208616257,0.032999999821186066,0.039000000804662704,0.045000001788139336,0.050999999046325684
1,0.289000004529953,0.30300000309944153,0.3210000097751617,0.33799999952316284,0.35600000619888306,0.3700000047683716,0.3840000033378601,0.3899999856948853,0.3970000147819519,0.40299999713897705,0.40700000524520874
2,0.19699999690055847,0.17900000512599945,0.1589999943971634,0.1379999965429306,0.11599999666213988,0.09600000083446504,0.07500000298023224,0.059999998658895486,0.045000001788139336,0.032000001519918435,0.020999999716877937
3,0.2189999967813492,0.2300000041723252,0.2430000007152557,0.25699999928474426,0.2680000066757202,0.2829999923706055,0.296999990940094,0.3109999895095825,0.3219999969005585,0.3319999873638153,0.3400000035762787
4,-0.02800000086426735,-0.04600000008940697,-0.06700000166893005,-0.08799999952316284,-0.1080000028014183,-0.125,-0.1379999965429306,-0.1459999978542328,-0.1550000011920929,-0.16099999845027926,-0.16599999368190765
5,-0.1599999964237213,-0.1509999930858612,-0.15000000596046448,-0.14800000190734866,-0.1459999978542328,-0.14499999582767487,-0.1430000066757202,-0.1420000046491623,-0.14100000262260434,-0.1379999965429306,-0.13699999451637268
6,-0.045000001788139336,-0.061000000685453415,-0.07800000160932541,-0.09700000286102296,-0.10999999940395357,-0.12399999797344208,-0.14000000059604645,-0.1509999930858612,-0.1589999943971634,-0.16899999976158142,-0.17599999904632568
7,-0.335999995470047,-0.33000001311302185,-0.32899999618530273,-0.3330000042915344,-0.3409999907016754,-0.3540000021457672,-0.3689999878406525,-0.3840000033378601,-0.39899998903274536,-0.4129999876022339,-0.4269999861717224
8,-0.11599999666213988,-0.12700000405311584,-0.1379999965429306,-0.15199999511241913,-0.16899999976158142,-0.1889999955892563,-0.2039999961853028,-0.22300000488758087,-0.23499999940395355,-0.2489999979734421,-0.2630000114440918
9,0.3680000007152557,0.37299999594688416,0.3759999871253967,0.3759999871253967,0.3779999911785126,0.38199999928474426,0.386000007390976,0.39399999380111694,0.39800000190734863,0.4050000011920929,0.41200000047683716
10,-0.2290000021457672,-0.2240000069141388,-0.2199999988079071,-0.2160000056028366,-0.21199999749660486,-0.20900000631809235,-0.2080000042915344,-0.20600000023841847,-0.2080000042915344,-0.2070000022649765,-0.20800000429153442
11,-0.1879999935626984,-0.18400000035762787,-0.1850000023841858,-0.1889999955892563,-0.19599999487400047,-0.2039999961853028,-0.2070000022649765,-0.21299999952316284,-0.2160000056028366,-0.21699999272823334,-0.21699999272823334
12,0.2070000022649765,0.21299999952316284,0.2160000056028366,0.22499999403953552,0.23100000619888306,0.2380000054836273,0.2419999986886978,0.2489999979734421,0.2529999911785126,0.2549999952316284,0.2590000033378601
13,-0.2540000081062317,-0.2639999985694885,-0.2770000100135803,-0.2930000126361847,-0.3070000112056732,-0.3199999928474426,-0.3319999873638153,-0.3420000076293945,-0.35100001096725464,-0.36000001430511475,-0.36899998784065247
14,0.08799999952316284,0.09200000017881392,0.09399999678134917,0.09399999678134917,0.09600000083446504,0.0989999994635582,0.10000000149011612,0.10499999672174454,0.10499999672174454,0.1080000028014183,0.10899999737739563
15,0.12300000339746475,0.11400000005960464,0.10599999874830246,0.0989999994635582,0.09200000017881392,0.08500000089406967,0.08399999886751175,0.08299999684095383,0.08399999886751175,0.08500000089406967,0.08500000089406967
16,-0.035999998450279236,-0.029999999329447743,-0.019999999552965164,-0.014000000432133676,-0.006000000052154064,0.0,0.006000000052154064,0.0070000002160668364,0.010999999940395357,0.012000000104308128,0.014999999664723873
17,-0.2770000100135803,-0.289000004529953,-0.30000001192092896,-0.3109999895095825,-0.3219999969005585,-0.3330000042915344,-0.3429999947547913,-0.35199999809265137,-0.3630000054836273,-0.3700000047683716,-0.3799999952316284
18,-0.04600000008940697,-0.04600000008940697,-0.04100000113248825,-0.03400000184774399,-0.027000000700354576,-0.024000000208616257,-0.01899999938905239,-0.01899999938905239,-0.014000000432133676,-0.0130000002682209,-0.009999999776482582
19,0.12999999523162842,0.11599999666213988,0.1040000021457672,0.09200000017881392,0.07800000160932541,0.06499999761581421,0.052000001072883606,0.03999999910593033,0.026000000536441803,0.0130000002682209,0.0
20,-0.05700000002980232,-0.052000001072883606,-0.04800000041723251,-0.0430000014603138,-0.03799999877810478,-0.03400000184774399,-0.03099999949336052,-0.026000000536441803,-0.02500000037252903,-0.02199999988079071,-0.019999999552965164
21,-0.296999990940094,-0.3089999854564667,-0.31700000166893005,-0.3210000097751617,-0.32899999618530273,-0.33799999952316284,-0.3429999947547913,-0.3529999852180481,-0.35899999737739563,-0.3650000095367432,-0.3700000047683716
22,-0.4289999902248383,-0.4210000038146973,-0.4189999997615814,-0.4129999876022339,-0.4110000133514404,-0.4090000092983246,-0.4090000092983246,-0.4059999883174896,-0.4059999883174896,-0.4059999883174896,-0.40400001406669617
23,0.3889999985694885,0.3759999871253967,0.3639999926090241,0.3529999852180481,0.3449999988079071,0.3409999907016754,0.33799999952316284,0.33799999952316284,0.33799999952316284,0.33799999952316284,0.3370000123977661
24,0.3470000028610229,0.35100001096725464,0.3529999852180481,0.3529999852180481,0.3540000021457672,0.35600000619888306,0.3569999933242798,0.36000001430511475,0.3610000014305115,0.3650000095367432,0.3659999966621399
