epoch,accuracy,loss,val_accuracy,val_loss
43,0.392,1.6849660186767579,0.28,1.8861436605453492
44,0.404,1.6812516622543334,0.28,1.8867681264877318
45,0.396,1.6767274036407471,0.28,1.8856607818603515
46,0.398,1.6720224075317383,0.28,1.8876756477355956
47,0.398,1.6693627634048462,0.28,1.8889620780944825
48,0.398,1.66472088432312,0.28,1.8881163644790648
49,0.4,1.6606943531036378,0.26,1.891155390739441
50,0.408,1.6574279651641846,0.28,1.888821415901184
51,0.402,1.6546035289764405,0.28,1.888643078804016
52,0.412,1.6501184673309326,0.26,1.8920057678222657
53,0.41,1.6474540157318116,0.28,1.892317066192627
54,0.416,1.643849112510681,0.28,1.8951585578918457
55,0.412,1.6406159648895264,0.28,1.8932292795181274
56,0.416,1.6373245153427125,0.28,1.897822585105896
57,0.404,1.6343296585083007,0.28,1.8984940147399902
58,0.406,1.6328418407440186,0.28,1.8996358680725098
59,0.416,1.628638897895813,0.28,1.897838077545166
60,0.414,1.6255930614471437,0.28,1.9028944396972656
61,0.416,1.6230751953125,0.28,1.9064256381988525
62,0.416,1.6207547702789307,0.28,1.9048911142349243
63,0.402,1.619514042854309,0.28,1.9032999992370605
64,0.414,1.6165476007461548,0.28,1.9098684072494507
65,0.416,1.613656852722168,0.26,1.909518747329712
66,0.414,1.6099690561294555,0.28,1.9086903429031372
67,0.412,1.606615242958069,0.28,1.911486349105835
68,0.418,1.6043652639389039,0.28,1.9141143989562988
69,0.422,1.6012824993133545,0.28,1.914263858795166
70,0.42,1.599715781211853,0.3,1.9142613172531129
71,0.42,1.597724967956543,0.3,1.918239369392395
72,0.416,1.594892951965332,0.28,1.9166352939605713
73,0.422,1.5919527807235718,0.28,1.917977213859558
74,0.422,1.5901941375732422,0.28,1.9207889556884765
75,0.412,1.5873254871368407,0.26,1.9209950399398803
76,0.416,1.585684042930603,0.28,1.9252859497070312
77,0.424,1.5838246755599976,0.26,1.9243781852722168
78,0.42,1.5817673816680908,0.28,1.9317398118972777
79,0.418,1.5786091442108154,0.28,1.9273319911956788
80,0.426,1.5769968070983886,0.3,1.9320839071273803
81,0.42,1.5772181529998779,0.26,1.9289320421218872
82,0.422,1.5730280294418335,0.28,1.9342120265960694
83,0.422,1.5707801456451416,0.28,1.9341874647140502
84,0.424,1.5682254343032838,0.28,1.936632251739502
85,0.426,1.5659361896514892,0.26,1.9360801076889038
86,0.42,1.5638453884124757,0.24,1.9383697700500488
87,0.424,1.562251030921936,0.28,1.942180233001709
88,0.428,1.5596075382232666,0.28,1.9399016571044922
89,0.42,1.5581057376861571,0.28,1.9419098615646362
90,0.42,1.5556912050247191,0.26,1.944543752670288
91,0.42,1.5540503978729248,0.26,1.9446315002441406
92,0.414,1.5538381814956665,0.28,1.947392339706421
93,0.434,1.5495083169937134,0.26,1.9480935525894165
94,0.424,1.5487277278900147,0.28,1.9479040479660035
95,0.434,1.548839798927307,0.26,1.9525055122375488
96,0.432,1.5488912849426268,0.28,1.9504712772369386
97,0.426,1.5424807453155518,0.26,1.9559259843826293
98,0.43,1.5432375898361206,0.24,1.9590278482437133
99,0.428,1.538499261856079,0.28,1.9552290916442872
100,0.44,1.537206132888794,0.28,1.9589023637771605
