epoch,accuracy,loss,val_accuracy,val_loss
0,0.15600000321865082,2.3377394676208496,0.11999999731779099,2.1906578540802
1,0.17399999499320984,2.1574366092681885,0.2199999988079071,2.0526864528656006
2,0.2879999876022339,2.0320165157318115,0.3199999928474426,1.941892385482788
3,0.38600000739097595,1.9170726537704468,0.41999998688697815,1.8010799884796143
4,0.41200000047683716,1.7965630292892456,0.41999998688697815,1.6947953701019287
5,0.46399998664855957,1.6926844120025635,0.47999998927116394,1.5835479497909546
6,0.4779999852180481,1.6033990383148193,0.46000000834465027,1.5142922401428223
7,0.5180000066757202,1.5241161584854126,0.5,1.4322502613067627
8,0.5540000200271606,1.4530459642410278,0.47999998927116394,1.3784316778182983
9,0.578000009059906,1.3889764547348022,0.5,1.339086890220642
10,0.5960000157356262,1.339781641960144,0.5,1.2913811206817627
